date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-07-16,US_SD,12.0,29.0,372.0,41.0,-26.0,5.0
2020-07-17,US_SD,8.0,30.0,358.0,39.0,-25.0,6.0
2020-07-18,US_SD,-1.0,27.0,311.0,43.0,-6.0,1.0
2020-07-19,US_SD,18.0,39.0,415.0,55.0,-3.0,-3.0
2020-07-20,US_SD,14.0,28.0,359.0,37.0,-24.0,6.0
2020-07-21,US_SD,14.0,30.0,368.0,32.0,-26.0,5.0
2020-07-22,US_SD,13.0,31.0,364.0,32.0,-25.0,5.0
2020-07-23,US_SD,13.0,31.0,366.0,44.0,-26.0,5.0
2020-07-24,US_SD,9.0,30.0,362.0,38.0,-25.0,6.0
2020-07-25,US_SD,2.0,30.0,326.0,46.0,-6.0,1.0
2020-07-26,US_SD,17.0,39.0,414.0,50.0,-4.0,-2.0
2020-07-27,US_SD,15.0,30.0,382.0,36.0,-24.0,5.0
2020-07-28,US_SD,11.0,28.0,325.0,32.0,-25.0,6.0
2020-07-29,US_SD,12.0,28.0,305.0,32.0,-26.0,6.0
2020-07-30,US_SD,13.0,30.0,358.0,39.0,-26.0,5.0
2020-07-31,US_SD,11.0,33.0,381.0,43.0,-25.0,4.0
2020-08-01,US_SD,5.0,33.0,325.0,53.0,-7.0,0.0
2020-08-02,US_SD,23.0,44.0,,62.0,-2.0,-4.0
2020-08-03,US_SD,23.0,36.0,408.0,43.0,-24.0,4.0
2020-08-04,US_SD,20.0,35.0,372.0,35.0,-25.0,5.0
2020-08-05,US_SD,19.0,34.0,367.0,42.0,-25.0,5.0
2020-08-06,US_SD,20.0,36.0,428.0,58.0,-26.0,5.0
2020-08-07,US_SD,21.0,39.0,470.0,65.0,-25.0,5.0
2020-08-08,US_SD,16.0,43.0,437.0,66.0,-7.0,1.0
2020-08-09,US_SD,41.0,61.0,636.0,73.0,-2.0,-3.0
2020-08-10,US_SD,39.0,51.0,609.0,55.0,-25.0,5.0
2020-08-11,US_SD,32.0,45.0,543.0,51.0,-26.0,5.0
2020-08-12,US_SD,30.0,43.0,505.0,47.0,-26.0,5.0
2020-08-13,US_SD,27.0,42.0,,54.0,-27.0,5.0
2020-08-14,US_SD,20.0,39.0,445.0,57.0,-26.0,5.0
2020-08-15,US_SD,10.0,36.0,349.0,60.0,-7.0,-1.0
2020-08-16,US_SD,23.0,43.0,407.0,62.0,-3.0,-3.0
2020-08-17,US_SD,18.0,29.0,,,-25.0,4.0
2020-08-18,US_SD,14.0,27.0,,,-25.0,5.0
2020-08-19,US_SD,11.0,26.0,,,-25.0,5.0
2020-08-20,US_SD,9.0,23.0,,,-25.0,4.0
2020-08-21,US_SD,8.0,25.0,,,-23.0,4.0
2020-08-22,US_SD,1.0,27.0,,,-6.0,1.0
2020-08-23,US_SD,16.0,34.0,,,-4.0,-2.0
2020-08-24,US_SD,11.0,21.0,,,-23.0,4.0
2020-08-25,US_SD,9.0,20.0,,,-25.0,5.0
2020-08-26,US_SD,7.0,22.0,,,-23.0,5.0
2020-08-27,US_SD,7.0,19.0,,,-24.0,4.0
2020-08-28,US_SD,9.0,21.0,,,-21.0,4.0
2020-08-29,US_SD,2.0,23.0,,,-7.0,0.0
2020-08-30,US_SD,15.0,31.0,,,-3.0,-1.0
2020-08-31,US_SD,10.0,22.0,,,-21.0,3.0
2020-09-01,US_SD,9.0,22.0,,,-23.0,3.0
2020-09-02,US_SD,7.0,21.0,,,-24.0,3.0
2020-09-03,US_SD,13.0,25.0,,,-24.0,3.0
2020-09-04,US_SD,12.0,30.0,,,-26.0,3.0
2020-09-05,US_SD,4.0,29.0,,,-15.0,0.0
2020-09-06,US_SD,27.0,42.0,,,-9.0,-4.0
2020-09-07,US_SD,9.0,21.0,,,-70.0,16.0
2020-09-08,US_SD,5.0,19.0,,,-25.0,5.0
2020-09-09,US_SD,3.0,16.0,,,-22.0,4.0
2020-09-10,US_SD,6.0,16.0,,,-22.0,2.0
2020-09-11,US_SD,3.0,15.0,190.0,22.0,-20.0,3.0
2020-09-12,US_SD,1.0,18.0,220.0,20.0,-8.0,0.0
2020-09-13,US_SD,12.0,27.0,327.0,30.0,-4.0,-3.0
2020-09-14,US_SD,6.0,18.0,265.0,24.0,-17.0,2.0
2020-09-15,US_SD,7.0,17.0,243.0,20.0,-20.0,2.0
2020-09-16,US_SD,4.0,16.0,229.0,17.0,-21.0,3.0
2020-09-17,US_SD,5.0,13.0,225.0,23.0,-20.0,3.0
2020-09-18,US_SD,6.0,17.0,236.0,20.0,-18.0,3.0
2020-09-19,US_SD,0.0,19.0,225.0,23.0,-9.0,0.0
2020-09-20,US_SD,12.0,29.0,266.0,28.0,-5.0,-1.0
2020-09-21,US_SD,6.0,18.0,245.0,18.0,-18.0,3.0
2020-09-22,US_SD,3.0,15.0,211.0,15.0,-20.0,3.0
2020-09-23,US_SD,1.0,15.0,195.0,13.0,-19.0,4.0
2020-09-24,US_SD,3.0,13.0,211.0,20.0,-19.0,4.0
2020-09-25,US_SD,3.0,16.0,226.0,18.0,-17.0,4.0
2020-09-26,US_SD,-1.0,18.0,201.0,16.0,-6.0,1.0
2020-09-27,US_SD,9.0,27.0,195.0,26.0,-4.0,0.0
2020-09-28,US_SD,2.0,16.0,157.0,16.0,-15.0,4.0
2020-09-29,US_SD,1.0,14.0,165.0,13.0,-18.0,4.0
2020-09-30,US_SD,1.0,16.0,122.0,10.0,-20.0,4.0
2020-10-01,US_SD,3.0,13.0,128.0,24.0,-19.0,3.0
2020-10-02,US_SD,2.0,16.0,136.0,19.0,-17.0,4.0
2020-10-03,US_SD,-1.0,16.0,139.0,8.0,-7.0,1.0
2020-10-04,US_SD,11.0,25.0,210.0,22.0,-6.0,-1.0
2020-10-05,US_SD,2.0,14.0,165.0,13.0,-17.0,3.0
2020-10-06,US_SD,1.0,14.0,163.0,13.0,-19.0,3.0
