date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-12-21,US_ND,1.0,1.0,0.0,-22.0,-23.0,7.0
2020-12-22,US_ND,6.0,13.0,-7.0,-14.0,-26.0,6.0
2020-12-23,US_ND,-13.0,3.0,-28.0,-35.0,-39.0,15.0
2020-12-24,US_ND,-24.0,8.0,-20.0,-32.0,-60.0,15.0
2020-12-25,US_ND,-90.0,-79.0,-32.0,-50.0,-84.0,28.0
2020-12-26,US_ND,-30.0,-22.0,-25.0,-34.0,-18.0,6.0
2020-12-27,US_ND,-26.0,-25.0,-18.0,-27.0,-16.0,4.0
2020-12-28,US_ND,-7.0,-13.0,-16.0,-25.0,-35.0,11.0
2020-12-29,US_ND,-20.0,-18.0,-28.0,-28.0,-36.0,14.0
2020-12-30,US_ND,-10.0,-8.0,-8.0,-22.0,-34.0,11.0
2020-12-31,US_ND,4.0,12.0,-8.0,-30.0,-41.0,10.0
2021-01-01,US_ND,-38.0,-41.0,-16.0,-45.0,-71.0,26.0
2021-01-02,US_ND,-22.0,-16.0,-10.0,-30.0,-13.0,7.0
2021-01-03,US_ND,-18.0,-16.0,-2.0,-24.0,-11.0,4.0
2021-01-04,US_ND,-7.0,-8.0,-4.0,-23.0,-20.0,7.0
2021-01-05,US_ND,-13.0,-15.0,-15.0,-21.0,-21.0,8.0
2021-01-06,US_ND,-13.0,-15.0,-8.0,-24.0,-19.0,8.0
2021-01-07,US_ND,-13.0,-14.0,-11.0,-27.0,-20.0,9.0
2021-01-08,US_ND,-15.0,-16.0,-12.0,-25.0,-17.0,10.0
2021-01-09,US_ND,-16.0,-14.0,-12.0,-24.0,-6.0,6.0
2021-01-10,US_ND,-11.0,-11.0,3.0,-24.0,-9.0,4.0
2021-01-11,US_ND,-12.0,-15.0,-7.0,-27.0,-18.0,7.0
2021-01-12,US_ND,-15.0,-16.0,-7.0,-23.0,-20.0,8.0
2021-01-13,US_ND,-14.0,-12.0,-3.0,-19.0,-19.0,7.0
2021-01-14,US_ND,-24.0,-21.0,-28.0,-35.0,-21.0,11.0
2021-01-15,US_ND,-23.0,-24.0,-28.0,-28.0,-20.0,12.0
2021-01-16,US_ND,-18.0,-16.0,-16.0,-28.0,-8.0,6.0
2021-01-17,US_ND,-15.0,-16.0,-4.0,-28.0,-11.0,4.0
2021-01-18,US_ND,-17.0,-21.0,-19.0,-30.0,-34.0,12.0
2021-01-19,US_ND,-21.0,-19.0,-22.0,-25.0,-21.0,8.0
2021-01-20,US_ND,-17.0,-16.0,-17.0,-22.0,-18.0,8.0
2021-01-21,US_ND,-17.0,-16.0,-22.0,-25.0,-19.0,8.0
2021-01-22,US_ND,-18.0,-17.0,-16.0,-25.0,-16.0,9.0
2021-01-23,US_ND,-21.0,-18.0,-13.0,-29.0,-7.0,6.0
2021-01-24,US_ND,-20.0,-18.0,-22.0,-29.0,-10.0,5.0
2021-01-25,US_ND,-20.0,-21.0,-21.0,-28.0,-18.0,8.0
2021-01-26,US_ND,-22.0,-22.0,-30.0,-27.0,-19.0,9.0
2021-01-27,US_ND,-20.0,-20.0,-24.0,-24.0,-18.0,8.0
2021-01-28,US_ND,-17.0,-17.0,-16.0,-28.0,-18.0,8.0
2021-01-29,US_ND,-16.0,-18.0,-19.0,-27.0,-16.0,9.0
